32.220570|55.378044
32.263294|55.384148
32.220570|55.345997
32.233921|55.420769
32.233921|55.442131
32.249943|55.443657
32.233921|55.483330
32.220570|55.535210
32.177845|55.707638
32.164494|55.704586
32.193867|55.709164
32.193867|55.709164
32.207218|55.700008
32.177845|55.707638
32.193867|55.750362
32.164494|55.754940
32.164494|55.851070
32.177845|55.906006
32.151142|55.869381
32.164494|55.904480
32.121765|56.023499
32.108414|56.052490
32.095062|56.050964
32.108414|56.073853
32.036316|56.208134
32.052338|56.243229
32.052338|56.243229
32.006943|56.362247
31.993591|56.485847
31.977570|56.536201
31.977570|56.556038
31.964218|56.586555
31.921492|56.798656
31.894789|56.826122
31.921492|56.830700
31.894789|56.835278
31.894789|56.949722
31.908140|57.007706
31.921492|57.018387
31.921492|56.954300
31.921492|57.018387
31.950867|57.067215
31.921492|57.082474
31.934843|57.105362
31.964218|57.004654
32.006943|56.990921
32.022964|56.981766
32.036316|56.963455
32.022964|56.940567
32.052338|56.975662
32.052338|56.998550
32.065689|56.916153
32.079041|57.003128
32.052338|57.018387
32.065689|57.030594
32.065689|57.012283
32.095062|57.004654
32.095062|56.981766
32.079041|56.990921
32.108414|57.039749
32.065689|57.012283
32.079041|57.053482
32.079041|57.032120
32.095062|57.067215
32.079041|57.117569
32.108414|57.112991
32.095062|57.109940
32.095062|57.140461
32.036316|57.279316
32.065689|57.305256
32.036316|57.297626
32.052338|57.355610
31.977570|57.521935
31.964218|57.540245
31.993591|57.553978
31.950867|57.589073
31.894789|57.831692
31.908140|57.824062
31.908140|57.833218
31.908140|57.833218
31.878767|57.923248
31.908140|57.927826
31.878767|57.923248
31.878767|57.996490
31.878767|58.124664
31.865416|58.089569
31.878767|58.110931
31.894789|58.147556
31.977570|58.075836
32.006943|58.060577
32.006943|58.028534
32.022964|57.988861
32.052338|57.782864
32.095062|57.842373
32.052338|57.773708
32.079041|57.810329
32.095062|57.874416
32.108414|57.856106
32.095062|57.863735
32.095062|57.833218
32.065689|57.996490
32.052338|58.046844
32.079041|58.019379
32.052338|58.056000
32.022964|58.115509
32.006943|58.185703
32.036316|58.211643
32.052338|58.213169
32.052338|58.213169
32.052338|58.193333
32.065689|58.216221
32.052338|58.171970
32.036316|58.220798
32.052338|58.257420
32.022964|58.252842
32.036316|58.211643
32.036316|58.275730
32.022964|58.326084
32.006943|58.323032
31.993591|58.391701
31.921492|58.652630
31.908140|58.664837
31.921492|58.643475
31.865416|58.802166
31.865416|58.968491
31.865416|58.939499
31.894789|58.944077
31.894789|59.049362
31.921492|58.999008
31.908140|59.031052
31.865416|59.063095
31.934843|58.991379
31.908140|59.113449
31.950867|59.108871
31.934843|59.118027
31.964218|58.966965
32.022964|58.954758
32.036316|58.944077
32.036316|58.904404
32.079041|58.806744
32.151142|58.660259
32.151142|58.638897
32.151142|58.651104
32.151142|58.577858
32.164494|58.683147
32.151142|58.619057
32.164494|58.641949
32.151142|58.680096
32.108414|58.831158
32.121765|58.844891
32.108414|58.831158
32.108414|58.925766
32.095062|58.954758
32.108414|58.945602
32.121765|58.907455
32.108414|58.980698
32.079041|58.963913
32.095062|59.018845
32.079041|59.049362
32.052338|59.073776
32.036316|59.136341
32.065689|59.169910
32.079041|59.163807
32.052338|59.168385
32.006943|59.287403
32.006943|59.310291
32.022964|59.311817
31.993591|59.307240
32.036316|59.343861
32.006943|59.339283
32.022964|59.311817
31.993591|59.357594
31.950867|59.667355
31.950867|59.676510
31.964218|59.678036
31.964218|59.719234
31.977570|59.765011
31.950867|59.749752
31.977570|59.732967
31.964218|59.792477
31.964218|59.772640
32.006943|59.855038
31.993591|59.861141
31.993591|59.818417
32.036316|59.731441
32.065689|59.676510
32.079041|59.708553
32.095062|59.722286
32.135120|59.594109
32.135120|59.539177
32.121765|59.557487
32.121765|59.600212
32.121765|59.714657
32.121765|59.694820
32.135120|59.673458
32.135120|59.687191
32.121765|59.694820
32.135120|59.653622
32.135120|59.623100
32.121765|59.705502
32.135120|59.749752
32.151142|59.795528
32.135120|59.810787
32.135120|59.801632
32.121765|59.829098
32.135120|59.801632
32.135120|59.822994
32.108414|59.827572
32.135120|59.851986
32.121765|59.850460
32.135120|59.832150
32.135120|59.832150
32.065689|59.978638
32.079041|60.053406
32.065689|60.042725
32.079041|60.065613
32.036316|60.161747
32.022964|60.202946
32.036316|60.193790
32.006943|60.285343
31.964218|60.465401
31.921492|60.424202
31.964218|60.422676
31.921492|60.479134
31.894789|60.756847
31.894789|60.808727
31.878767|60.794994
31.878767|60.817883
31.865416|60.991837
31.852064|61.051346
31.852064|61.022354
31.836042|61.040665
31.865416|61.118484
31.865416|61.118484
31.865416|61.118484
31.852064|61.065079
31.894789|61.058975
31.921492|61.086441
31.894789|61.072708
31.921492|61.086441
31.934843|61.036087
31.964218|61.022354
31.964218|61.051346
32.006943|60.985733
32.079041|60.788891
32.095062|60.738537
32.095062|60.770580
32.135120|60.808727
32.164494|60.679028
32.151142|60.717175
32.135120|60.694286
32.135120|60.630199
32.135120|60.703442
32.135120|60.724804
32.121765|60.730907
32.095062|60.726330
32.079041|60.955215
32.079041|60.996414
32.065689|61.005569
32.036316|61.033035
32.052338|61.150532
32.036316|61.083389
32.036316|61.106277
32.036316|61.168842
32.022964|61.210041
32.022964|61.219196
32.022964|61.229877
32.022964|61.188679
31.993591|61.371784
31.993591|61.383995
32.006943|61.374836
31.977570|61.335163
31.964218|61.599144
31.964218|61.589989
31.934843|61.585411
31.950867|61.664761
31.921492|61.710537
31.950867|61.736477
31.934843|61.741055
31.950867|61.724270
31.993591|61.644924
31.977570|61.600670
32.006943|61.637295
32.022964|61.609825
32.079041|61.589989
32.036316|61.564049
32.065689|61.599144
32.036316|61.591515
32.022964|61.756313
32.006943|61.727322
32.022964|61.738003
31.993591|61.704433
32.036316|61.750210
32.022964|61.765469
32.022964|61.756313
32.006943|61.754787
32.006943|61.892120
32.022964|61.884491
32.022964|61.875336
32.022964|61.905853
31.993591|61.948578
31.993591|61.960785
31.993591|61.979095
31.993591|61.988251
31.950867|62.108795
31.977570|62.131687
31.964218|62.140842
31.950867|62.157627
32.006943|62.139317
32.022964|62.149998
31.993591|62.154575
32.006943|62.088959
32.022964|62.081329
32.006943|62.070648
32.006943|62.098114
32.006943|62.088959
32.022964|62.149998
32.036316|62.044708
32.052338|62.058441
32.052338|62.203403
32.095062|62.056915
32.065689|62.061493
32.079041|62.099640
32.079041|62.072174
32.108414|62.038605
32.108414|62.017242
32.108414|61.989777
32.108414|62.008087
32.108414|62.017242
32.108414|62.038605
32.095062|62.044708
32.095062|62.084381
32.052338|62.095062
32.065689|62.168308
32.065689|62.130161
32.022964|62.198826
31.993591|62.400246
31.993591|62.429237
31.950867|62.432289
31.964218|62.493324
31.977570|62.565041
31.950867|62.569618
31.950867|62.587929
31.921492|62.601662
31.894789|62.784771
31.908140|62.798504
31.894789|62.813763
31.894789|62.864117
31.921492|62.926682
31.921492|62.926682
31.908140|62.914474
31.921492|62.896164
31.993591|62.803082
31.964218|62.798504
31.993591|62.784771
32.022964|62.777142
32.065689|62.688641
32.052338|62.597084
32.052338|62.606239
32.095062|62.615395
32.095062|62.653545
32.108414|62.607765
32.079041|62.610817
32.079041|62.681011
32.095062|62.693218
32.108414|62.685589
32.108414|62.685589
32.095062|62.702374
32.121765|62.697796
32.121765|62.688641
32.095062|62.702374
32.095062|62.653545
32.121765|62.670330
32.121765|62.670330
32.135120|62.661175
32.135120|62.661175
32.065689|62.795452
32.095062|62.830547
32.079041|62.786297
32.052338|62.832073
32.022964|63.013657
31.993591|62.999924
32.006943|63.010605
31.993591|63.009079
31.934843|63.215076
31.964218|63.228809
31.950867|63.225758
31.950867|63.225758
30.362020|34.282444
30.362020|34.355686
30.220493|35.193409
30.164415|35.675594
30.220493|35.852596
30.220493|36.227970
30.289921|36.319523
30.345999|36.763561
30.546272|36.758984
30.661097|37.048904
30.802624|36.856640
30.928129|37.195393
31.141756|37.154194
31.382086|37.021439
